City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
363,shalkar,47.8288,59.6258,18.63,31,29,5.76,KZ,1693296696
364,ust'-kulom,61.6864,53.6902,15.98,50,13,2.98,RU,1693296697
365,al ghayzah,16.2079,52.176,30.6,66,14,4.14,YE,1693296697
366,kaduy,59.2,37.15,9.76,92,100,2.3,RU,1693296698
367,nizhniy kuranakh,58.8353,125.4869,23.78,56,32,1.58,RU,1693296698
368,takayama,36.1333,137.25,27.71,65,1,2.41,JP,1693296699
369,cidreira,-30.1811,-50.2056,12.1,79,2,4.83,BR,1693296699
370,saba,15.4667,-86.25,21.9,87,96,1.41,HN,1693296700
371,launceston,-41.45,147.1667,12.86,82,100,7.2,AU,1693296614
372,portoferraio,42.8115,10.3146,20.94,85,100,6.35,IT,1693296701
373,metlili chaamba,32.2667,3.6333,26.46,20,80,2.8,DZ,1693296702
374,mammoth lakes,37.6485,-118.9721,16.3,46,0,1.79,US,1693296702
375,kirsanov,52.6549,42.7224,16.3,39,3,3.82,RU,1693296703
376,chabahar,25.2919,60.643,28.88,74,1,6.9,IR,1693296704
377,amos,48.5669,-78.1162,11.68,73,100,2.21,CA,1693296704
378,pemba,-12.974,40.5178,25.58,51,58,7.63,MZ,1693296705
379,jiangzi,28.95,89.6333,16.79,29,66,2.98,CN,1693296705
380,sebastopol,44.6,33.5333,29.14,55,0,0.79,UA,1693296706
381,ilha solteira,-20.4328,-51.3425,18.57,66,100,3.96,BR,1693296706
382,frederiksvaerk,55.9707,12.0225,17.78,79,100,0.89,DK,1693296707
383,i-n-salah,27.1935,2.4607,35.95,24,76,2.46,DZ,1693296707
384,castillos,-34.1667,-53.8333,7.48,95,100,1.06,UY,1693296708
385,pitimbu,-7.4706,-34.8086,24.33,85,6,2.54,BR,1693296708
386,darovskoy,58.77,47.9564,15.19,52,0,3.67,RU,1693296709
387,dunedin,-45.8742,170.5036,10.45,80,96,1.79,NZ,1693296709
388,newman,37.3138,-121.0208,22.25,71,0,1.88,US,1693296710
389,novi ligure,44.7608,8.7896,21.43,72,32,0.89,IT,1693296710
390,corner brook,48.9667,-57.9484,10.09,98,9,2.04,CA,1693296711
391,puerto leguizamo,-0.1934,-74.7819,22.58,97,99,0.74,CO,1693296711
392,harnosand,62.6323,17.9379,17.0,64,13,4.25,SE,1693296669
393,kristiansund,63.1115,7.732,13.36,88,75,3.09,NO,1693296712
394,mungwi,-10.1732,31.3694,21.34,45,71,5.08,ZM,1693296712
395,tamandare,-8.7597,-35.1047,24.17,90,26,3.2,BR,1693296712
396,slave lake,55.2834,-114.769,12.99,69,100,0.0,CA,1693296713
397,lagos,6.5833,3.75,25.71,88,100,2.18,NG,1693296645
398,ogre,56.8162,24.614,15.91,64,90,1.28,LV,1693296714
399,buala,-8.145,159.5921,26.52,83,100,4.09,SB,1693296714
400,happy valley-goose bay,53.3168,-60.3315,13.17,88,75,2.06,CA,1693296714
401,sangla hill,31.7167,73.3833,38.45,29,0,1.25,PK,1693296715
402,zandvoort,52.3749,4.5341,18.86,83,20,2.57,NL,1693296715
403,tema,5.667,-0.0166,26.15,78,88,3.3,GH,1693296501
404,concepcion del oro,24.6333,-101.4167,17.83,44,70,1.97,MX,1693296716
405,figuig (centre),32.1089,-1.2286,27.77,17,36,3.06,MA,1693296717
406,dryden,49.7833,-92.7503,13.16,94,100,0.0,CA,1693296717
407,paita,-5.0892,-81.1144,19.92,82,0,4.76,PE,1693296554
408,douz,33.4663,9.0203,27.72,52,0,7.79,TN,1693296718
409,vallendar,50.4,7.6167,17.98,85,100,2.16,DE,1693296719
410,borogontsy,62.6683,131.1683,25.75,48,23,1.17,RU,1693296722
411,gadzhiyevo,69.2551,33.3362,12.82,74,100,5.57,RU,1693296722
412,colares,38.7992,-9.4469,21.64,74,20,15.65,PT,1693296723
413,fort bragg,35.139,-79.006,24.39,96,75,0.45,US,1693296724
414,boden,65.8252,21.6886,13.0,93,100,1.61,SE,1693296725
415,timimoun,29.2639,0.231,33.21,19,1,1.03,DZ,1693296726
416,albacete,38.8333,-2.0,19.55,42,0,3.09,ES,1693296727
417,pamplona,42.8169,-1.6432,15.95,72,40,4.12,ES,1693296728
418,ixtapa-zihuatanejo,17.6333,-101.55,26.99,86,47,1.31,MX,1693296729
419,bria,6.5423,21.9863,27.35,75,8,0.9,CF,1693296729
420,danilovgrad,42.5538,19.1461,24.71,77,69,2.89,ME,1693296730
421,waingapu,-9.6567,120.2641,29.09,50,5,7.93,ID,1693296730
422,beruniy,41.6911,60.7525,29.98,15,0,6.17,UZ,1693296731
423,midland,31.9974,-102.0779,24.03,55,0,3.09,US,1693296731
424,yuzhno-kurilsk,44.0306,145.8556,16.23,86,14,3.3,RU,1693296733
425,agat village,13.3886,144.6585,25.52,93,100,2.06,GU,1693296733
426,east london,-33.0153,27.9116,22.52,43,0,1.54,ZA,1693296733
427,mina clavero,-31.721,-65.0062,9.8,38,0,1.99,AR,1693296735
428,chulakkurgan,43.765,69.1814,27.6,17,21,7.03,KZ,1693296736
429,kokshetau,53.2775,69.3883,17.18,55,75,12.0,KZ,1693296737
430,yarkovo,57.4028,67.0786,18.3,52,70,3.72,RU,1693296739
431,kindu,-2.95,25.95,32.33,39,9,1.27,CD,1693296739
432,lanzhou,36.0564,103.7922,27.8,21,0,3.39,CN,1693296545
433,tshabong,-26.05,22.45,17.97,32,19,9.46,BW,1693296740
434,sarnia,42.9787,-82.4041,12.64,97,0,1.54,CA,1693296740
435,christchurch,-43.5333,172.6333,8.56,73,6,2.06,NZ,1693296361
436,charters towers,-20.1,146.2667,23.0,26,0,4.01,AU,1693296741
437,manokwari,-0.8667,134.0833,27.65,81,54,1.36,ID,1693296742
438,salekhard,66.53,66.6019,15.86,48,9,4.91,RU,1693296670
439,vuktyl,63.8567,57.3094,15.34,50,8,3.11,RU,1693296743
440,villa union,23.2,-106.2333,28.28,94,100,0.0,MX,1693296744
441,mayahi,13.9553,7.6712,30.22,46,20,6.66,NE,1693296744
442,peruibe,-24.32,-46.9983,15.29,95,95,2.34,BR,1693296744
443,bakhchysarai,44.75,33.8667,32.97,29,0,4.52,UA,1693296745
444,betong,5.7743,101.0723,27.48,80,32,2.23,TH,1693296746
445,portage la prairie,49.9728,-98.2926,17.28,63,9,5.69,CA,1693296746
446,capitao poco,-1.7464,-47.0594,21.32,99,23,1.85,BR,1693296747
447,dolores,-36.3132,-57.6792,6.02,90,99,3.12,AR,1693296708
448,altsasu,42.9,-2.1652,16.9,84,79,3.38,ES,1693296748
449,shache,38.4167,77.2406,27.46,17,30,1.36,CN,1693296676
450,kismayo,-0.3582,42.5454,27.65,66,13,8.23,SO,1693296748
451,caldwell,43.6629,-116.6874,26.21,57,0,2.57,US,1693296749
452,xiongzhou,25.1167,114.3,24.24,88,100,1.75,CN,1693296749
453,hirara,24.8,125.2833,29.15,89,75,4.12,JP,1693296750
454,otjimbingwe,-22.35,16.1333,25.66,35,4,8.47,NA,1693296750
455,jwaneng,-24.6004,24.7303,16.38,35,59,7.66,BW,1693296750
456,pangkalanbuun,-2.6833,111.6167,32.47,44,88,2.73,ID,1693296751
457,jalapa,19.5333,-96.9167,14.92,86,8,3.11,MX,1693296751
458,callao,-12.0667,-77.15,20.4,73,100,3.6,PE,1693296752
459,acapulco de juarez,16.8634,-99.8901,25.9,94,75,1.03,MX,1693296752
460,uturoa,-16.7333,-151.4333,25.24,82,79,9.88,PF,1693296753
461,mersa matruh,31.3525,27.2453,30.06,56,0,5.9,EG,1693296754
462,mount gambier,-37.8333,140.7667,18.35,49,100,5.14,AU,1693296629
463,kabalo,-6.05,26.9167,31.5,26,11,5.22,CD,1693296755
464,batouri,4.4333,14.3667,23.79,90,99,1.25,CM,1693296755
465,camocim,-2.9022,-40.8411,22.86,93,6,4.08,BR,1693296756
466,kertih,4.5141,103.4483,28.66,82,96,3.59,MY,1693296757
467,chuguyevka,44.1653,133.8633,13.1,96,100,2.56,RU,1693296757
468,sosnovoborsk,56.1325,93.3589,28.79,49,94,4.01,RU,1693296758
469,igarka,67.4667,86.5833,16.56,58,100,6.68,RU,1693296759
470,shar'ya,58.3686,45.5144,15.32,49,2,2.18,RU,1693296759
471,prince rupert,54.3161,-130.3201,16.05,91,100,2.57,CA,1693296760
472,businga,3.3333,20.8833,27.42,68,97,1.01,CD,1693296761
473,villa gesell,-37.2639,-56.973,8.92,91,100,4.45,AR,1693296761
474,turpan,42.9333,89.1667,39.41,12,100,5.34,CN,1693296762
475,chengde,40.9725,117.9361,27.28,30,4,3.58,CN,1693296762
476,mugia,43.1041,-9.2179,18.42,80,84,4.66,ES,1693296763
477,axim,4.8699,-2.2405,25.57,83,90,2.53,GH,1693296763
478,as sulaymaniyah,35.5611,45.4375,33.61,17,0,7.46,IQ,1693296764
479,luau,-10.7073,22.2247,25.49,32,78,4.31,AO,1693296765
480,xai-xai,-25.0519,33.6442,21.82,59,90,4.26,MZ,1693296765
481,olavarria,-36.8927,-60.3225,5.14,69,89,3.23,AR,1693296766
482,al muwayh,22.4333,41.7583,37.52,8,81,6.09,SA,1693296767
483,thakhek,17.4103,104.8307,28.91,80,100,1.67,LA,1693296768
484,sukumo,32.9333,132.7333,28.43,75,100,2.93,JP,1693296769
485,coahuayana de hidalgo,18.7,-103.6583,25.8,93,65,1.32,MX,1693296769
486,cadillac,44.2519,-85.4012,9.89,88,19,3.6,US,1693296770
487,nova vicosa,-17.8919,-39.3719,21.93,93,100,4.51,BR,1693296771
488,ierapetra,35.01,25.7353,29.52,57,0,3.13,GR,1693296772
489,mpanda,-6.3655,31.0409,27.89,29,83,4.26,TZ,1693296772
490,sao vicente,-23.9631,-46.3919,19.04,26,29,0.45,BR,1693296773
491,moyale,3.5167,39.0584,23.55,51,80,8.47,KE,1693296773
492,nosy varika,-20.5833,48.5333,19.75,89,100,6.19,MG,1693296774
493,novo aripuana,-5.1206,-60.3797,23.98,59,0,1.18,BR,1693296774
494,panaba,21.2833,-88.2667,24.76,96,28,3.45,MX,1693296775
495,berezovo,63.9381,65.0419,16.48,45,28,6.91,RU,1693296777
496,khanty-mansiysk,61.0042,69.0019,13.06,100,75,4.02,RU,1693296777
497,cuatro cienegas de carranza,26.9833,-102.0833,26.22,51,1,1.91,MX,1693296778
498,richards bay,-28.783,32.0377,21.77,51,3,4.48,ZA,1693296779
499,kargat,55.1956,80.2811,21.68,44,23,5.24,RU,1693296780
500,cold lake,54.4502,-110.2017,13.97,100,0,1.03,CA,1693296781
501,tagiura,32.8817,13.3506,26.94,55,2,3.89,LY,1693296782
502,luwuk,-0.9516,122.7875,28.28,65,11,4.62,ID,1693296783
503,kailua-kona,19.6406,-155.9956,26.98,84,100,4.12,US,1693296784
504,cortez,37.3489,-108.5859,18.72,64,0,4.12,US,1693296785
505,korgan,40.8247,37.3467,23.9,54,100,3.26,TR,1693296786
506,jequie,-13.8575,-40.0836,20.79,94,86,0.55,BR,1693296635
507,mananjary,-21.2167,48.3333,19.35,86,100,5.87,MG,1693296787
508,naifaru,5.4444,73.3657,25.97,87,100,12.37,MV,1693296788
509,chul'man,56.8479,124.9104,19.75,58,79,1.64,RU,1693296789
510,chimoio,-19.1164,33.4833,16.92,72,75,4.96,MZ,1693296789
511,gao,16.6362,1.637,32.53,38,97,2.98,ML,1693296789
512,fort wellington,6.4,-57.6,25.68,89,16,4.3,GY,1693296790
513,nadi,-17.8,177.4167,24.0,69,75,3.09,FJ,1693296790
514,bhamo,24.2667,97.2333,30.47,80,95,1.55,MM,1693296710
515,diawara,15.022,-12.5437,25.87,83,13,3.24,SN,1693296791
516,qamdo,31.1667,97.2333,15.25,42,88,1.53,CN,1693296791
517,dawson creek,55.7666,-120.2362,18.65,71,0,0.0,CA,1693296791
518,tual,-5.6667,132.75,24.82,88,15,10.62,ID,1693296792
519,zuni pueblo,35.0725,-108.8506,14.35,42,0,4.27,US,1693296792
520,conduaga,8.862,117.4893,29.7,67,100,5.52,PH,1693296793
521,veraval,20.9,70.3667,28.35,70,90,4.74,IN,1693296793
522,malango,-2.9627,119.9001,26.4,60,20,2.19,ID,1693296794
523,las tablas,7.7667,-80.2833,26.21,99,70,1.51,PA,1693296795
524,pasni,25.2631,63.471,27.53,79,0,5.49,PK,1693296795
525,sungailiat,-1.85,106.1333,30.35,56,75,6.41,ID,1693296797
526,torghay,49.6339,63.4981,12.74,72,100,2.76,KZ,1693296797
527,san pedro pochutla,15.7333,-96.4667,24.84,89,100,1.2,MX,1693296797
528,navapolatsk,55.5363,28.6424,20.99,57,61,1.31,BY,1693296798
529,la ronge,55.1001,-105.2842,16.14,82,0,2.57,CA,1693296798
530,kulhudhuffushi,6.6221,73.07,24.82,94,100,11.8,MV,1693296798
531,lata,40.1629,-8.3327,18.23,80,33,2.0,PT,1693296799
532,graaff-reinet,-32.2522,24.5308,20.51,40,0,6.25,ZA,1693296799
533,senise,40.1471,16.2889,23.28,49,52,6.33,IT,1693296800
534,thief river falls,48.1191,-96.1812,12.96,94,0,1.54,US,1693296800
535,fortaleza,-3.7227,-38.5247,25.07,88,40,2.06,BR,1693296801
536,port hueneme,34.1478,-119.1951,29.18,92,0,1.54,US,1693296801
537,kuressaare,58.2481,22.5039,20.57,87,20,3.6,EE,1693296802
538,zwedru,6.0667,-8.1281,22.97,96,99,0.85,LR,1693296803
539,arkhangel'sk,64.5401,40.5433,14.06,53,100,4.87,RU,1693296700
540,saint-philippe,-21.3585,55.7679,24.77,76,18,4.75,RE,1693296806
541,kalamata,37.0389,22.1142,30.87,45,20,1.79,GR,1693296705
542,namibe,-15.1961,12.1522,21.41,80,64,1.17,AO,1693296807
543,hami,42.8,93.45,37.19,8,62,14.81,CN,1693296520
544,ciudad bolivar,8.1222,-63.5497,25.84,81,0,3.19,VE,1693296808
545,pizarro,4.9533,-77.366,25.72,87,54,0.27,CO,1693296809
546,kandahar,31.0,65.75,33.07,7,0,3.73,AF,1693296809
547,kargopol',61.5071,38.9456,11.85,65,100,4.06,RU,1693296810
548,forster,-32.1667,152.5167,15.16,90,1,4.11,AU,1693296811
549,antonio enes,-16.2325,39.9086,25.3,59,99,7.75,MZ,1693296811
550,tofol,5.3248,163.0078,28.41,78,99,3.71,FM,1693296812
551,banlung,13.7468,107.0045,28.65,69,100,2.04,KH,1693296812
552,ciudad insurgentes,25.2625,-111.7753,26.19,69,58,2.87,MX,1693296812
553,shawano,44.7822,-88.609,18.52,80,99,2.49,US,1693296813
554,wuzhen,30.7454,120.4851,22.23,98,100,1.71,CN,1693296813
555,las heras,-46.5419,-68.9359,4.82,59,96,11.91,AR,1693296814
556,outjo,-20.1167,16.15,24.14,37,5,10.04,NA,1693296633
557,piggs peak,-25.9667,31.25,16.97,48,0,1.53,SZ,1693296815
558,ban karon,7.8477,98.2985,31.95,78,81,8.77,TH,1693296815
559,alice town,25.7167,-79.3,29.57,76,15,4.73,BS,1693296816
560,kirakira,-10.4544,161.9205,25.43,82,100,3.06,SB,1693296816
561,tecax,20.2,-89.2833,23.36,97,91,1.38,MX,1693296816
562,la passe,45.5549,-0.8967,16.13,69,96,5.1,FR,1693296817
563,digras,20.1167,77.7167,31.16,53,26,5.49,IN,1693296817
564,dudinka,69.4058,86.1778,15.9,47,22,3.48,RU,1693296818
565,floro,61.5996,5.0328,12.98,88,75,3.09,NO,1693296818
566,lompoc,34.6391,-120.4579,15.32,93,0,0.0,US,1693296819
567,rundu,-17.9333,19.7667,23.49,37,3,5.67,NA,1693296809
568,mukalla,14.5425,49.1242,36.55,45,14,5.18,YE,1693296819
569,sagua la grande,22.8067,-80.0756,25.55,90,100,3.2,CU,1693296820
570,kalymnos,36.95,26.9833,29.74,65,0,3.09,GR,1693296821
